title,content,source,url
Giã từ điệu nhảy,"Những âm thanh xé nổ
những âm thanh rú gào
quay cuồng theo bộ gõ
điệu rock kia tuôn trào

chiếc lá xanh run rẩy
chiếc lá kia chạy về
trời xanh nào có thấy
bóng đêm vừa cuốn đi

anh vẫn đợi ngoài kia
từng ngày, từng ngày một
anh cứ đợi hoài đi
ngỡ rằng em đến khóc

những gì buồn bã nhất
thôi để anh đem về
mùa thu và nước mắt
chảy trong hồn cây kia

những chiếc lá ra đi
có mơ ngày trở lại
thôi em hãy rụng về
bên anh cho ấm lại

dù ngoài kia nắng cháy
dù ngoài kia mưa nhoà
bên anh em sẽ thấy
cơn sốt này lùi xa

điệu rock nào thoáng qua
còn làm em run rẩy
anh sẽ hát tình ca
ru em, em đừng cháy

mùa thu êm đềm chảy
từng giọt vàng ngân nga
nhớ! nhớ em biết mấy
về! thôi về bên ta","1987

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Nguy%E1%BB%85n-Vi%E1%BB%87t-Chi%E1%BA%BFn/Gi%C3%A3-t%E1%BB%AB-%C4%91i%E1%BB%87u-nh%E1%BA%A3y/poem-J-YBkSCTKA97iDi35wIqOw
Huế của em và tôi,"Tôi vẫn nghe sông thở
Quanh đền đài trăm năm
Huế giấu thương vào nhớ
Để thành mưa xót thầm

Tôi hỏi tà áo tím:
Sao tên sông là Hương?
Em nhìn mưa rồi bảo:
Sông là nguồn rượu thơm

Và tôi nghe mưa đổ
Trên thành quách mơ màng
Mưa là men rượu chảy
Thơm suốt mùa Hương Giang

Tôi qua miền trầm tích
Lưu dấu bao đời vua
Nhớ thương non sông Việt
Soi mình vào cổ xưa

Tôi hỏi miền phế tích:
Hư danh và hư vô
Đấng minh quân bất diệt
Người ở đâu bây giờ?

Tôi nghe chuông Thiên Mụ
Vẳng qua miền luân hồi
Phế hưng bao đợt sóng
Từ vua làm dân thôi

Làm dân thì không lẽ
Phải sống cùng nghèo hèn
Nhưng làm vua cũng khổ
Sống, chết đầy bon chen

Tôi mơ vua Tự Đức
Viết thơ lên sông Hương
Lấy mưa chiều làm chữ
Mở trang sóng vô thường

Mở sách, nghe sóng kể:
Vua Gia Long thủa nào
Cử dân binh ra đảo
Giữ Hoàng Sa sóng trào

Tôi nghe thành luỹ cũ
Kể chuyện bao lớp người
Đã ngã xuống vì Huế
Trong tên bay, đạn rơi

Họ như vừa trở lại
Đầu trần, đứng dưới mưa
Nghe sông Hương kể chuyện
Những mối tình không vua

Có một miền gái đẹp
Thao thức mấy trăm năm
Đêm nay, anh vào Huế
Hay anh về Kim Long?

Tôi vẫn nghe mưa đổ
Trên thành quách rêu phong
Chỉ Huế là còn lại
Với sông Hương lành trong

Và tôi thuộc về Huế
Như viên gạch cũ sờn
Nâng gót tà áo tím
Nàng thơ của sông Hương","Huế, 16/9/2015

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Nguy%E1%BB%85n-Vi%E1%BB%87t-Chi%E1%BA%BFn/Hu%E1%BA%BF-c%E1%BB%A7a-em-v%C3%A0-t%C3%B4i/poem-NmDaXl1Y2rd3YYSSYRRsbw
I,"Mơ giấc mơ cổ vật
Những bình, hũ, thạp, vò
Cõi ngàn năm vẫn thức
Dưới mái nhà hư vô
 
Trăng âm u huyền diệu
Mùa cổ kính thiêng liêng
Ta lắng nghe bản ngã
Tụng hồi kinh ưu phiền
 
Một tuổi thơ trong vắt
Dắt gọi chúng ta về
Trốn tìm trong rơm rạ
Tuổi mục đồng si mê
 
Cầm cọ bạn dắt đi
Đàn trâu trên vải vẽ
Mắt trâu buồn như thể 
Nhớ thương đồng quê xưa
 
Những đứa trẻ dầm mưa
Đến giờ chưa hết lạnh
Trong bức vẽ của anh
Một mai rồi mưa tạnh",,https://www.thivien.net/Nguy%E1%BB%85n-Vi%E1%BB%87t-Chi%E1%BA%BFn/I/poem-xAb4NMKGGAZtd-vFajrSnA
Khúc sông quê,"Mùa này sông cạn nước
Qua sông không cần đò
Em còn đi chợ sớm
Lội qua miền tương tư

Ta xa miền thơ ấu
Ta xa mùa yêu thương
Ta qua miền tưởng tượng
Ngỡ còn em… đâu còn

Ước một ngày trở lại
Em vẫn còn như sông
Giữa non tơ bờ bãi
Mãi xanh trong một dòng

Mùa này sông cạn nước
Những bến bờ ngủ yên
Tu hú đâu… tu hú
Một trời sương im lìm

Em có nghe trên cát
Tiếng chim hồn nhiên bay
Em có nghe dưới cát
Buồn sông không lấp đầy

Mùa tương tư ủ chín
Nhạc tương tư ngất ngây
Màu tương tư phơ phất
Men tương tư nồng say",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Vi%E1%BB%87t-Chi%E1%BA%BFn/Kh%C3%BAc-s%C3%B4ng-qu%C3%AA/poem-qBQ8eWwNFPFcKXEuuhBQgQ
Làng,"Đường làng, hoa râm bụt
Đỏ lơ thơ. Anh mơ
Trên rào cây ngai ngái
Mùi hương tự cổ sơ

Người làng, chân tay lấm
Từ mờ sương cuối hôm
Những ao chuôm phẳng lặng
Bèo xanh phủ váng buồn

Chùa làng, ông hộ pháp
Trợn mắt nhìn chúng sinh
Tiền chùa, chúng tiêu hết
Đêm đêm ông đứng rình

Ao làng, tiếng đập chiếu
Ngực trăng em rằm chưa
Eo lưng lồ lộ trắng
Trăng sao cũng thẫn thờ

Đồng làng, xê dịch mãi
Những chân trời chân mây
Lận đận thân cò vạc
Mải mòn chi cuốc cày

Tình làng, rơm rạ ủ
Qua mưa gió tháng năm
Bóng đa trong câu hát
Hương vối khuya xót thầm

Sông làng, con đò cũ
Buộc chèo dưới bến trăng
Câu thơ xưa nằm ngủ
Giữa cỏ cát vĩnh hằng

Người đi người mang cả
Một tiếng LÀNG rưng rưng
Người về sau tre trúc
Làng còn không, nhớ mong...",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Nguy%E1%BB%85n-Vi%E1%BB%87t-Chi%E1%BA%BFn/L%C3%A0ng/poem-kxbWjqZJP1csxVPi1rV9LQ
Hồn ai bay bổng,"Hồn ai bay bổng mãi,
Lướt gió vượt trùng khơi.
Mây chiều vương sắc khói.
Bóng nhạt cuối chân trời,

Hồn ai như cánh hạc,
Chao liệng giữa hư vô,
Một vầng trăng tịch mịch,
Soi giấc mộng xa mờ.

Hồn ai gieo tiếng sáo,
Lạnh lẽo giữa đêm thâu,
Sương rơi đầy mái cổ,
Thấm ướt bóng ngàn thâu.

Hồn ai bay bổng mãi,
Có về bến nhân gian?
Hay theo dòng tinh tú,
Lạc lối giữa mênh mang?","Paris, 1949

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Nguy%E1%BB%85n-V%C4%83n-Th%C3%B4ng/H%E1%BB%93n-ai-bay-b%E1%BB%95ng/poem-p6AbgKgvmflEWOlhsrbz1A
Chôn vùi rồi chăng?,"Thức giấc cùng mặt trăng
Mùa thu lên đầu ngõ
Mai sớm trông ra ngoài bến sông
Sương mù trên lưng ngựa
Con đường chia xa thôi
Nhìn nhau lưu tiếng lụa
Bay trong hơi gió dài…

Trong mắt nàng đen sâu
Tiếng triều xa dìu dặt
Con cò bay lêu đêu
Trên cánh đồng lúa trắng
Bàn tay xuôi klung thuyền
Hư vô trùng tiếng vọng
Nơi đây còn riêng anh?

Ôi chôn vùi đời ta
Êm đềm trong huyệt cát
Mây bay theo tiếng đàn
Suốt mùa không dám hạ
Bến sông nhìn rưng rưng

Còn gì không mùi tóc
Còn gì không bóng chàng?
Chiều hoe trên phố nhỏ
Lòng xa xăm chập chùng
Không bao giờ lại nữa
Tàn theo mùa hát ca?
 Bên thềm con dế mẹ
Đưa con trở lại nhà

Giọt thầm rơi lệ xuống
Đĩa sáp tròn như hoa
Tuổi ta ngầm nỗi thẹn
Ôi mắt ta nghi ngờ!
Sông bao giờ xuống biển?
Đêm bao giờ thôi mưa?",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Phan-Duy-Nh%C3%A2n/Ch%C3%B4n-v%C3%B9i-r%E1%BB%93i-ch%C4%83ng/poem-BYsUKRxLhG_j6bLooLXppg
"Dọc đường, qua huyện X","Mất mùa dân thiếu gạo
Muối sắn lội đường dài
Kháng chiền dù gian khổ
Vẫn dòn tan tiếng cười!

Để ba treo chiếc võng
Giữa đôi cây vừa tầm
Chóng ngoan, ba đi hái
Cho con nắm ra rừng,

Ấy, ba vừa tưởng tượng:
Con ngồi trên vai ba.
Đường lên đèo xuống dốc
Gió bay bay bóng cờ!

Hương luồn trong gió núi
Mênh mông gợi nhớ nhà
Chim rừng đâu hót sớm
Tưởng con vừa bi bô…","Qua Quế Sơn, tháng 9.1967

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Phan-Duy-Nh%C3%A2n/D%E1%BB%8Dc-%C4%91%C6%B0%E1%BB%9Dng-qua-huy%E1%BB%87n-X/poem-uaOqy_M53eMD0pOJKtFBlQ
Hành thiền,"Tròn đầy mùa rỗng lặng
Biển vô lượng thủ triều
Ôi thương đời vạn dặm
Vân du vượt suối đèo
Đường về tâm hết động
Tuyệt chiêu mà vô chiêu!
Thôi hoà lòng với bụi
Thanh tịnh vầng trăng treo.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Phan-Duy-Nh%C3%A2n/H%C3%A0nh-thi%E1%BB%81n/poem-OIUrYdbRk_dctrqA63I09w
Ngợi ca bằng hữu tương lai,"Hỡi anh em bằng hữu
Xin giơ tay chào mừng
Những con người dân chủ
Mọc như cây mùa xuân
Tôi làm người diễn giả
Lời húa hẹn vô cùng
Tim tôi bừng lửa cháy
Ngày tương lai rất gần
Môi cười và cửa mở

Ba mươi triệu đồng bào
Xin nghe tôi đón chào
Bằng điệu kèn long trọng

Tôi thành thực thú nhận
Bởi hai chân đã què

Không còn lê được nữa
Nên tôi dùng hơi thở
Phả vào mặt mọi người
Mà khuyến khích nụ cười
Nở xanh rờn đồng cỏ
Bởi vì tôi nghèo khó
Sống rất đầy lạc loài
Nên kêu gọi suốt đời
Họp cộng đồng nhân loại
Tôi mừng tuổi xã hội
Bằng đồng tiền linh hồn
Tôi giấu hết u buồn
Nghiêm trang lên tiếng nói

Ôi em bé lên mười
Sao thân yêu gần gủi
Ôi bà mẹ tôi cười
Long lanh dòng nước măt
Cử những khúc hùng ca
Đam mê lời lịch sử
Xin hãy dìu tôi nữa
Em vô cùng xanh tươi
Cho tôi góp một lời
Cử hành ngày trọng đại
Trên đen ngòm ống khói
Em đồng trinh tương lai
Cao vô cùng tiếng hát
Ôm chặt cành hạnh phúc
Nở từng lá từng mầm
Đôi mắt em rất hồng
Lời thon mà ngực nở
Tôi làm người diễn giả
Ly luận rất hùng hồn
Hãy giấu hết u buồn
Vui tươi lên tiếng hát",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Phan-Duy-Nh%C3%A2n/Ng%E1%BB%A3i-ca-b%E1%BA%B1ng-h%E1%BB%AFu-t%C6%B0%C6%A1ng-lai/poem-Nbx1HPRe5NegEUuuCvCMbg
Chào xuân,"Chồi non xanh mơn mởn
Ngan ngát làn hương xuân
Bước chân đi khe khẽ
Tiếng chuông ngân xa gần
Chắp tay thành kính nguyện
Khắp muôn loài bình yên
Mỉm nụ cười tỉnh thức
Nét mặt ngời an nhiên.","Nguồn: Đặc san Hoa đàm, số 149, 2026",https://www.thivien.net/Ph%E1%BA%A1m-H%C3%A0/Ch%C3%A0o-xu%C3%A2n/poem-t-mL_zDJSf0HYi-5Ty_REQ
Với Lọ Lem của An-đéc-xen,"Gió hôn lên môi em
Một làn hương dìu dịu
Ơi, cô bé Lọ Lem
Vẻ đẹp xinh thuần khiết

Người ta có hiểu em
Tủi sầu trong cô quạnh
Nhưng em vẫn lạc quan
Sống cuộc đời vui vẻ

Những ước mong bùng cháy
Sâu thẳm đáy lòng say
Về một niềm hạnh phúc
Không chút gì lung lay

Cuộc đời nay đã hết
Những cảnh sống khổ nghèo
Cô bé Lọ Lem hỡi
Em có hạnh phúc khôg?

Và trái tim thi sĩ
Rung động trước em đây
Ôi câu chuyện cổ tích
Từ cuộc đời mà ra","Nguồn: Thơ dịch và sáng tác (tuyển chọn), NXB Hội Nhà văn, 2019",https://www.thivien.net/Ph%E1%BA%A1m-H%C3%A0/V%E1%BB%9Bi-L%E1%BB%8D-Lem-c%E1%BB%A7a-An-%C4%91%C3%A9c-xen/poem-DiawgaC7NZIYjQPZh-lCbQ
Bên bếp lửa mùa đông,"Bên bếp lửa mùa đông
Tiếng phong cầm văng vẳng
Tháng Mười trong năm tháng
Ôi người bạn Liên Xô

Tiếng ai hát tiễn đưa
Trên sân ga đầy tuyết
Bi-ê-lô-rút-xi
Vì nước Nga, tạm biệt!

Rừng bạch dương, hậu địch
Ai đốt lửa đêm đông
Uống các nước chè đen
Hát bài ca chung thuỷ
Ca-chiu-sa! Ca-chiu-sa
Ôi người con gái Nga
Đã hoá thành lửa nóng.

Lê-nin-grát còn vang
Lời “Bài ca hải cảng”
Ngày tôi đến tháng Tám
Trên con tàu Rạng đông
Khẩu pháo vừa lau xong
Sau một ngày se lạnh.

“Mát-scơ-va của tôi”
Ngựa ai về lanh lảnh
Thủ đô đỏ ta ơi
Quân thù không thể thắng
Bên bếp lửa mùa đông
Tháng Mười trong năm tháng
Tôi nghe khúc hành quân
Trên những đường tuyết trắng

Lửa cứ reo, cứ reo
Giữa căn nhà phên đất
Phải không người du kích
Bên bếp lửa chiến khu
Anh nghĩ về quân thù
Cũng như tôi đang nghĩ
Anh nhìn về thể kỷ
Cũng như tôi đang nhìn
Dưới ánh sáng Lê-nin
Nghĩa tình đều trong sáng
Tháng Mười trong năm tháng
Tháng Tám trong tháng năm
Bên bếp lửa mùa đông
Tôi nghe khúc hành quân
Trên sân ga đầy tuyết...","11-1973

Bên bếp lửa vùng giải phóng",https://www.thivien.net/Thanh-H%E1%BA%A3i/B%C3%AAn-b%E1%BA%BFp-l%E1%BB%ADa-m%C3%B9a-%C4%91%C3%B4ng/poem-ewbzuFPXan2gO9qle88KuQ
Con thuyền lênh đênh,"Ôi con thuyền lênh đênh
Rời bờ đi đâu đó?

Bến bờ mình nghèo khó
Nhưng có luỹ tre xanh
Đạm bạc đôi bữa ăn
Nhưng mình cầm đôi đũa
Trái ớt cay đo đỏ
Miếng cà giòn thơm thơm.

Ôi con thuyền lênh đênh
Quên rồi mùa toóc rơm
Quên rồi bông sen trắng
Quên rồi khi trăng lặng
Quên rồi con cá chuồn
Quên rồi những con đường
Tết nào về quê ngoại...

Sóng xô rồi sóng gọi
Thuyền ơi thuyền tìm ai
Nhà cao và phố dài
Thuốc thơm và rượu ngọt
Đêm xập xình tiếng nhạc
Ngày vun vút tiếng xe
Những cặp chân quay đi
Cuống cuồng trong điệu nhảy
Thuyền bão thuyền đi đấy
Rẽ sóng tìm tự do
Bến bờ xa, đất xa
Tha hồ thuyền buông thả.

Rượu đây thuyền ơi thuyền
Thuyền tự do sa ngã
Tuổi trẻ đây thuyền ơi
Thuyền tự do tiêu phá
Buồm cứ xuôi theo gió
Rồi về đâu, về đâu?
Sóng xung quanh một màu
Sóng có quê hương: biển
Người dù đi trăm bến
Người có quê hương mình
Còn còn thuyền lênh đênh
Cúi đầu lúc chiều lặng
Bây giờ thèm tiếng mắng
Của mẹ những ngày thơ
Bây giờ thèm miếng dưa
Chua chua mùi khế ủ
Bây giờ thèm chiếc ngõ
Có ai đứng đợi về
Bây giờ thèm làng quê
Hương mùa bay bịn rịn

Ôi con thuyền lênh đênh
Sóng dồi ngoài mặt biển
Đi về đâu, về đâu
Có nghe lời của bến
Bến chẳng giận thuyền đâu
Bến thương thuyền trên biển
Bến thương thuyền lênh đênh
Bến dặn thuyền đừng quên
Miền quê mình nhân hậu
Ôi con thuyền lênh đênh.","1979

Theo: Thơ với tuổi thơ, NXB Kim Đồng.",https://www.thivien.net/Thanh-H%E1%BA%A3i/Con-thuy%E1%BB%81n-l%C3%AAnh-%C4%91%C3%AAnh/poem--FuKHUAjfUyrCz6Yh6Zzkg
Mồ anh hoa nở,"Hôm qua chúng giết anh
Xác phơi đầu ngõ xóm
Khi lũ chúng quay đi
Mắt trừng còn doạ dẫm
- Thằng này là Cộng sản
Không đứa nào được chôn!

Không đứa nào được chôn!
Lũ chúng vừa quay lưng
Chiếc quan tài sơn son
Đã đưa anh về mộ.

Đi theo sau hồn anh
Cả làng quê đường phố
Cả lớn nhỏ, gái trai
Đám càng đi, càng dài
Càng dài càng đông mãi.

Mộ anh trên đồi cao
Cành hoa này em hái
Vòng hoa này chị đơm
Cây bông hồng em ươm
Em trồng vào trước cửa.

Mộ anh trên đồi cao
Hoa hồng nở và nở
Hương thơm bay và bay
Lũ chúng nó qua đây
Mắt diều không dám ngó.

Trên mồ người Cộng sản
Bông hồng đỏ và đỏ
Như máu nở thành hoa...","Bài thơ giành giải nhất cuộc thi thơ báo Thống nhất năm 1960.

[Thông tin 1 nguồn tham khảo đã được ẩn]",https://www.thivien.net/Thanh-H%E1%BA%A3i/M%E1%BB%93-anh-hoa-n%E1%BB%9F/poem-_16eLps4a8arDa9QoLmjrw
“Bản thân người phụ nữ”,"Bản thân người phụ nữ
Là cái đẹp ở đời
Ừ, sao ta, với họ
Nhiều khi cứ nặng lời?

Bản thân người phụ nữ
Là hạnh phúc, tình yêu
Ừ, đàn ông thô lỗ
Sao thế nhỉ, còn nhiều?",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/B%E1%BA%A3n-th%C3%A2n-ng%C6%B0%E1%BB%9Di-ph%E1%BB%A5-n%E1%BB%AF/poem-Xs5_qsaAp5QiwPJbg-8JVQ
“Bạn xấu như chiếc bóng”,"Bạn xấu như chiếc bóng
Cứ bám riết theo anh
Khi anh sáng, rực rỡ
Như mặt trời long lanh

Nhưng họ sẽ biến mất
Khi trời phủ mây đen
Tức là khi anh đói
Trong túi không có tiền",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/B%E1%BA%A1n-x%E1%BA%A5u-nh%C6%B0-chi%E1%BA%BFc-b%C3%B3ng/poem-4r1MApTHwgzgxicR8oy7nQ
“Cái làm ta hạnh phúc”,"Cái làm ta hạnh phúc
Thực ra cũng chẳng nhiều
Chỉ cần có ai đó
Để ta thầm thương yêu

Rồi thêm chút công việc
Cho ta làm hàng ngày
Cuối cùng, chút mơ mộng
Để đưa ta lên mây",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/C%C3%A1i-l%C3%A0m-ta-h%E1%BA%A1nh-ph%C3%BAc/poem-t24-M5Dn2cxmEDVSrQhtCw
“Chơi thân không có nghĩa”,"Chơi thân không có nghĩa
Không cãi nhau bao giờ
Không làm nhau tức giận
Hay đôi lúc hững hờ

Vấn đề là ở chỗ
Đã chơi thân với nhau
Thì phải nên kiềm chế
Đừng giận dỗi quá lâu",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Ch%C6%A1i-th%C3%A2n-kh%C3%B4ng-c%C3%B3-ngh%C4%A9a/poem-UHcGs3KT2AX8C0LsaFsT3w
“Có thể buồn chút ít”,"Có thể buồn chút ít
Một mình, không người yêu
Nhưng tình yêu bất hạnh
Thực sự buồn hơn nhiều",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/C%C3%B3-th%E1%BB%83-bu%E1%BB%93n-ch%C3%BAt-%C3%ADt/poem-hW1hoVM5fXDL1q_pi91DAw
“Có thể có ông bố”,"Có thể có ông bố
Không yêu con; xưa nay
Đã ông là yêu cháu
Tôi khẳng định điều này",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/C%C3%B3-th%E1%BB%83-c%C3%B3-%C3%B4ng-b%E1%BB%91/poem-07LDSru7njk6vpq-Vn5Hag
“Cũng có năm nguyên tắc”,"Cũng có năm nguyên tắc
Gọi là nguyên tắc vàng
Giúp ta sống hạnh phúc
Ít ra là dễ dàng

Một, không quá lo lắng
Hai, trái tim biết yêu
Ba, sống thật đơn giản
Bốn, đừng mong đợi nhiều

Năm, và quan trọng nhất
Đừng sống chỉ vì mình
Mà phải học cách sống
Vì những người xung quanh",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/C%C5%A9ng-c%C3%B3-n%C4%83m-nguy%C3%AAn-t%E1%BA%AFc/poem--I0ur5OWnNGbib_1UOybog
“Dalai Latma nói”,"Dalai Latma nói:
“Sự thư thái trong lòng
Chỉ đến, khi ta biết
Yêu và thương cộng đồng

Và càng biết lo nghĩ
Tới hạnh phúc mọi người
Hạnh phúc ta càng lớn
Đủ cho cả cuộc đời”",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/Dalai-Latma-n%C3%B3i/poem-yMm_t5lrFgQ3_nZ9UDpqFA
“Đàn ông đòi phụ nữ”,"Đàn ông đòi phụ nữ
Dâng hiến hết cho mình
Được rồi, lại ca cẩm
Chuyện vợ con, gia đình

Tức là họ chỉ muốn
Phần đẹp của hôn nhân
Và trút hết cho vợ
Phần lo lắng, nhọc nhằn",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/%C4%90%C3%A0n-%C3%B4ng-%C4%91%C3%B2i-ph%E1%BB%A5-n%E1%BB%AF/poem--FB25HAZPRKsei049lfNvQ
“Đặc tính của thằng ngốc”,"Đặc tính của thằng ngốc
Không trừ một thằng nào
Là dạy đời, chỉ trích
Và lên mặt làm cao",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%A1i-B%C3%A1-T%C3%A2n/%C4%90%E1%BA%B7c-t%C3%ADnh-c%E1%BB%A7a-th%E1%BA%B1ng-ng%E1%BB%91c/poem-AS8o315sNeCzfS6CPRBR1g
Ăn cơm,"Ăn cơm nơi tích môn
Nuôi sống cả tổ tiên
Mở đường cho con cháu
Cùng tìm hướng đi lên.

Ăn cơm nơi tích môn
Nhai đều như nhịp thở
Nhiệm mầu ta nuôi nhau
Từ bi nguyền cứu độ.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%ADch-Nh%E1%BA%A5t-H%E1%BA%A1nh/%C4%82n-c%C6%A1m/poem-juhf3R_vsAENWofA6ujI-g
Bài tụng hạnh phúc,"Chúng con được ngồi đây
Trong phút giây hiện tại
Bao bọc bởi tăng thân
Thấy mình thật may mắn:
Sinh ra được làm người
Con sớm gặp chánh pháp
Hạt Bồ Đề tưới tẩm
Lại có duyên được sống
Hoà hợp trong tăng thân.

Năng lượng của tăng đoàn
Giới luật và uy nghi
Đang bảo hộ cho con
Không để gây lầm lỗi
Không bị nghiệp xấu đẩy
Đi về nẻo tối tăm
Lại được cùng bạn hiền
Đi trên đường chân thiện
Có ánh sáng chiếu soi
Của Bụt và Bồ Tát.

Tuy có mặt trong con
Những hạt giống khổ đau
Phiền não và tập khí
Nhưng chánh niệm hiện tiền
Vẫn thường luôn biểu hiện
Giúp cho con tiếp xúc
Với những gì mầu nhiệm
Có mặt trong tự thân
Và có mặt quanh con.

Sáu căn còn đầy đủ
Mắt thấy được trời xanh
Tai nghe tiếng chim hót
Mũi ngửi thấy hương trầm
Lưỡi nếm được pháp vị
Thế ngồi con vững chãi
Ý hợp nhất với thân
Nếu không có Thế Tôn
Nếu không có Diệu Pháp
Nếu không có Tăng Đoàn
Làm sao con may mắn
Được pháp lạc hôm nay?

Công phu tu tập này
Con cũng xin hành trì
Cho gia đình, dòng họ
Cho thế hệ tương lai
Và cả cho xã hội.
Niềm an lạc của con
Là vốn liếng tu tập
Con xin nguyền vun bón
Tưới tẩm và nuôi dưỡng
Bằng chánh niệm hàng ngày.

Trong xã hội của con
Bao nhiêu người đau khổ
Chìm đắm trong năm dục
Ganh ghét và hận thù.
Thấy được những cảnh ấy
Con quyết tâm hành trì
Điều phục những tâm hành
Tham đắm và giận ghét
Tập khả năng lắng nghe
Và sử dụng ái ngữ
Để thiết lập truyền thông
Tạo nên sự hiểu biết,
Chấp nhận và thương yêu.

Như đức Bồ Tát kia
Con nguyện xin tập nhìn
Mọi người chung quanh con
Bằng con mắt từ bi
Bằng tâm tình hiểu biết
Con xin tập lắng nghe
Bằng lỗ tai xót thương
Bằng tấm lòng lân mẫn
Nhìn và nghe như thế
Là hạnh của Bồ Tát
Có thể làm vơi nhẹ
Khổ đau trong lòng người
Đem lại niềm an lạc
Về cho cả hai phía.
Chúng con ý thức rằng
Chính phiền não si mê
Làm cho thế giới này
Trở thành nơi hoả ngục.
Nếu tu tập chuyển hoá
Chế tác được hiểu biết
Cảm thông và thương yêu
Chúng con sẽ tạo được
Tịnh Độ ngay nơi này.
Dù cuộc đời vô thường
Dù sinh lão bệnh tử
Đã có đường đi rồi
Con không còn lo sợ.

Hạnh phúc thay được sống
Trong tăng đoàn Thế Tôn
Được hành trì giới định
Sống vững chãi thảnh thơi
Trong từng giây từng phút
Của cuộc sống hàng ngày,
Và trực tiếp tham gia
Vào sự nghiệp độ sinh
Của Bụt và Bồ Tát.

Giờ phút này quý báu
Niềm biết ơn tràn dâng
Xin lạy đức Thế Tôn
Chứng minh và nhiếp thọ.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%ADch-Nh%E1%BA%A5t-H%E1%BA%A1nh/B%C3%A0i-t%E1%BB%A5ng-h%E1%BA%A1nh-ph%C3%BAc/poem-KG4l1z9uLOEpbAGQDi426A
Cô đơn,"Cô đơn trong tích môn
Hãy ôm niềm hờn tủi
Ru nhẹ lời ca dao
Tuyết hoa rơi đầy núi.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%ADch-Nh%E1%BA%A5t-H%E1%BA%A1nh/C%C3%B4-%C4%91%C6%A1n/poem-InY9QqxJbhnx1Y_652uHoA
Đề Thiền Duyệt Thất,"Gối nhẹ mây đầu núi
Nghe gió thoảng hương trà
Thiền Duyệt tâm bất động
Rừng cây dâng hương hoa

Một sáng ta thức dậy
Sương lam phủ mái nhà
Hồn nhiên cười tiễn biệt
Chim chóc vang lời ca

Đời đi về muôn lối
Quan san mộng hải hà
Chút lửa hồng bếp cũ
Ấm áp bóng chiều sa

Đời vô thường vô ngã
Người khẩu Phật tâm xà
Niềm tin còn gửi gắm
Ta vui lòng đi xa

Thế sự như đại mộng
Quên tuế nguyệt ta đà
Tan biến giòng sinh tử:
Duy còn Ngươi với Ta.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%ADch-Nh%E1%BA%A5t-H%E1%BA%A1nh/%C4%90%E1%BB%81-Thi%E1%BB%81n-Duy%E1%BB%87t-Th%E1%BA%A5t/poem-H-pCR0kx8UqwgnigfGor6A
Đi chơi,"Đi chơi chốn bản môn
Nên đi bằng hai chân
Không nên đi bằng đầu
Đi bằng đầu sẽ lạc.

Đi chơi chốn bản môn
Tay ta nắm tay Người
Ngàn xưa và ngàn sau
Trở về chung một lối.",[Thông tin 1 nguồn tham khảo đã được ẩn],https://www.thivien.net/Th%C3%ADch-Nh%E1%BA%A5t-H%E1%BA%A1nh/%C4%90i-ch%C6%A1i/poem-C48IDtEoeLoEsTYpm9hfQA
